DB Accession Number,Molecule Names,ATC Codes,Type,Groups,DB SMILES,Neutralized SMILES
DB00209; ZINC000100016084; CHEMBL1888176,Trospium ; TROSPIUM; TROSPIUM CHLORIDE; Trospium,A03DA; G04BD,Small Molecule,NotAvailable,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1)[N+]21CCCC1,O=C(O[C@H]1C[C@H]2CC[C@@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1
DB00210; ZINC000003784182; CHEMBL1265; D01112,Adapalene ; ADAPALENE; Adapalene; Differin,D10AD,Small Molecule,NotAvailable,COC1=C(C=C(C=C1)C1=CC2=C(C=C1)C=C(C=C2)C(O)=O)C12CC3CC(CC(C3)C1)C2,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2
DB00211; CHEMBL1201212; JUAN234,Midodrine ; Midodrine; Midodrine,C01CA,Small Molecule,NotAvailable,COC1=CC(C(O)CNC(=O)CN)=C(OC)C=C1,COc1ccc(OC)c(C(O)CNC(=O)CN)c1
DB00213; JUAN832,Pantoprazole ; Pantoprazole,A02BC; A02BD,Small Molecule,NotAvailable,COC1=C(OC)C(CS(=O)C2=NC3=C(N2)C=C(OC(F)F)C=C3)=NC=C1,COc1ccnc(C[S+]([O-])c2nc3ccc(OC(F)F)cc3[nH]2)c1OC
DB00214; CHEMBL1148; JUAN273,Torasemide ; Torasemide; Torasemide,C03CA; G01AE,Small Molecule,NotAvailable,CC(C)NC(=O)NS(=O)(=O)C1=C(NC2=CC=CC(C)=C2)C=CN=C1,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1
DB00215; CHEMBL549; JUAN158; JUAN154,Citalopram ; Citalopram; Escitalopram; Citalopram,N06AB,Small Molecule,NotAvailable,CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
DB00216; ZINC000003823475; CHEMBL1510; D01973,Eletriptan ; ELETRIPTAN; ELETRIPTAN HYDROBROMIDE; Eletriptan; Relpax,N02CC,Small Molecule,NotAvailable,CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12
DB00217; CHEMBL1201260,Bethanidine ; Betanidine,C02CC,Small Molecule,NotAvailable,CN\C(NCC1=CC=CC=C1)=N/C,C/N=C(\NC)NCc1ccccc1
DB00218; ZINC000003826253; CHEMBL32; D00874; D00874_rep,Moxifloxacin ; MOXIFLOXACIN; MOXIFLOXACIN HYDROCHLORIDE; MOXIFLOXACIN HYDROCHLORIDE HYDRATE; Moxifloxacin; Vegamox; Avelox,J01MA; S01AE,Small Molecule,NotAvailable,[H][C@]12CN(C[C@@]1([H])NCCC2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
DB00219; CHEMBL1201286,Oxyphenonium ; Oxyphenonium,A03AB,Small Molecule,NotAvailable,CC[N+](C)(CC)CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1
DB00220; ZINC000003833846; CHEMBL584,Nelfinavir ; NELFINAVIR; NELFINAVIR MESYLATE; Nelfinavir,J05AE,Small Molecule,NotAvailable,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CSC1=CC=CC=C1)NC(=O)C1=C(C)C(O)=CC=C1)[C@@H](C2)C(=O)NC(C)(C)C,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
DB00221; CHEMBL1201213,Isoetharine ; Isoetarine,R03AC; R03CC,Small Molecule,NotAvailable,CCC(NC(C)C)C(O)C1=CC(O)=C(O)C=C1,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1
DB00222; CHEMBL1481,Glimepiride ; Glimepiride,A10BB; A10BD,Small Molecule,NotAvailable,CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O
DB00223,Diflorasone ,D07AC,Small Molecule,NotAvailable,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
DB00224; ZINC000022448696; CHEMBL115,Indinavir ; INDINAVIR; INDINAVIR SULFATE; Indinavir,J05AE,Small Molecule,NotAvailable,CC(C)(C)NC(=O)[C@@H]1CN(CC2=CN=CC=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=CC=CC=C12,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O
DB00227; ZINC000003812841; CHEMBL503,Lovastatin ; LOVASTATIN; Lovastatin,C10AA; C10BA,Small Molecule,NotAvailable,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
DB00228; CHEMBL1257,Enflurane ; Enflurane,N01AB,Small Molecule,NotAvailable,FC(F)OC(F)(F)C(F)Cl,FC(F)OC(F)(F)C(F)Cl
DB00229; CHEMBL1296,Cefotiam ; Cefotiam,J01DC,Small Molecule,NotAvailable,[H][C@]12SCC(CSC3=NN=NN3CCN(C)C)=C(N1C(=O)[C@H]2NC(=O)CC1=CSC(N)=N1)C(O)=O,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1
DB00230; ZINC000000005152; CHEMBL1059; D02716,Pregabalin ; METFORMIN PREGABALIN SALT; PREGABALIN; Pregabalin; Lyrica,N02BF; N03AX,Small Molecule,NotAvailable,CC(C)C[C@H](CN)CC(O)=O,CC(C)C[C@H](CN)CC(=O)O
DB00231; CHEMBL967,Temazepam ; Temazepam,N05CD,Small Molecule,NotAvailable,CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21
DB00233; ZINC000000000922; CHEMBL1200966; CHEMBL2105983; CHEMBL1169,Aminosalicylic acid ; AMINOSALICYLATE CALCIUM; AMINOSALICYLATE POTASSIUM; AMINOSALICYLATE SODIUM; AMINOSALICYLIC ACID; Sodium aminosalicylate; Calcium aminosalicylate; 4-aminosalicylic acid,J04AA,Small Molecule,NotAvailable,NC1=CC(O)=C(C=C1)C(O)=O,Nc1ccc(C(=O)O)c(O)c1
DB00234,Reboxetine ,N06AX,Small Molecule,NotAvailable,[H][C@@]1(CNCCO1)[C@H](OC1=CC=CC=C1OCC)C1=CC=CC=C1,CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1
DB00235; ZINC000009224016; CHEMBL189; JUAN237,Milrinone ; MILRINONE; MILRINONE LACTATE; Milrinone; Milrinone,C01CE,Small Molecule,NotAvailable,CC1=C(C=C(C#N)C(=O)N1)C1=CC=NC=C1,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1
DB00236; CHEMBL1585,Pipobroman ; Pipobroman,L01AX,Small Molecule,NotAvailable,BrCCC(=O)N1CCN(CC1)C(=O)CCBr,O=C(CCBr)N1CCN(C(=O)CCBr)CC1
DB00237,Butabarbital ,N05CB,Small Molecule,NotAvailable,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,CCC(C)C1(CC)C(=O)NC(=O)NC1=O
DB00238; ZINC000000004778; CHEMBL57; JUAN540,Nevirapine ; NEVIRAPINE; Nevirapine; Nevirapine,J05AG; J05AR,Small Molecule,NotAvailable,CC1=C2NC(=O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1
DB00239; ZINC000003873295; CHEMBL1262,Oxiconazole ; OXICONAZOLE; OXICONAZOLE NITRATE; Oxiconazole,D01AC; G01AF,Small Molecule,NotAvailable,ClC1=CC(Cl)=C(CO\N=C(/CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C=C1,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
DB00240,Alclometasone ,D07AB; S01BA,Small Molecule,NotAvailable,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])[C@H](Cl)CC2=CC(=O)C=C[C@]12C,C[C@@H]1C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl
DB00241,Butalbital ,N05CB,Small Molecule,NotAvailable,CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O
DB00242; ZINC000003798064; CHEMBL1619; D01370,Cladribine ; CLADRIBINE; Cladribine; Leustatin,L01BB; L04AA,Small Molecule,NotAvailable,NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](CO)O3)C2=NC(Cl)=N1,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1
DB00243; CHEMBL1404; JUAN252,Ranolazine ; Ranolazine; Ranolazine,C01EB,Small Molecule,NotAvailable,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1
DB00244; ZINC000000001688; CHEMBL704,Mesalazine ; MESALAMINE; Mesalazine,A07EC,Small Molecule,NotAvailable,NC1=CC(C(O)=O)=C(O)C=C1,Nc1ccc(O)c(C(=O)O)c1
DB00245; ZINC000100036536; CHEMBL1201203,Benzatropine ; BENZTROPINE; BENZTROPINE MESYLATE; Benzatropine,N04AC,Small Molecule,NotAvailable,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2
DB00246; ZINC000000538550; CHEMBL708; JUAN93,Ziprasidone ; ZIPRASIDONE; ZIPRASIDONE HYDROCHLORIDE; ZIPRASIDONE MESYLATE; Ziprasidone; Ziprasidone,N05AE,Small Molecule,NotAvailable,ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1
DB00247; CHEMBL485253,Methysergide ; Methysergide,N02CA,Small Molecule,NotAvailable,[H][C@@]12CC3=CN(C)C4=C3C(=CC=C4)C1=C[C@H](CN2C)C(=O)NC(CC)CO,CCC(CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1
DB00248; ZINC000003800008; CHEMBL1201087,Cabergoline ; CABERGOLINE; Cabergoline,G02CB; N04BC,Small Molecule,NotAvailable,[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@H](CN2CC=C)C(=O)N(CCCN(C)C)C(=O)NCC,C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
DB00249; CHEMBL788,Idoxuridine ; Idoxuridine,D06BB; J05AB; S01AD,Small Molecule,NotAvailable,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(I)C(=O)NC1=O,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I
DB00250; ZINC000000006310; CHEMBL1043; JUAN507,Dapsone ; DAPSONE; Dapsone; Dapsone,D10AX; J04BA,Small Molecule,NotAvailable,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
DB00251,Terconazole ,G01AG,Small Molecule,NotAvailable,CC(C)N1CCN(CC1)C1=CC=C(OC[C@@H]2CO[C@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1,CC(C)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
DB00252; ZINC000002510358; CHEMBL16; JUAN44,Phenytoin ; PHENYTOIN; PHENYTOIN CHLORIDE; PHENYTOIN SODIUM; Phenytoin; Phenytoin,N03AB,Small Molecule,NotAvailable,O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
DB00253; CHEMBL1201173,Medrysone ; Medrysone,S01BA,Small Molecule,NotAvailable,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
DB00254; CHEMBL1200699,Doxycycline ; Doxycycline,A01AB; J01AA,Small Molecule,NotAvailable,[H][C@@]12[C@@H](C)C3=CC=CC(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21
DB00255; CHEMBL411,Diethylstilbestrol ; Diethylstilbestrol,G03CB; G03CC; L02AA,Small Molecule,NotAvailable,CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1
DB00256; CHEMBL2103929,Lymecycline ; Lymecycline,J01AA,Small Molecule,NotAvailable,[H][C@@]12C[C@@]3([H])C(C(=O)C4=C(O)C=CC=C4[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(=O)NCNCCCC[C@H](N)C(O)=O)=C(O)[C@H]2N(C)C,CN(C)[C@@H]1C(O)=C(C(=O)NCNCCCC[C@H](N)C(=O)O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12
DB00257; ZINC000003807804; CHEMBL104,Clotrimazole ; CLOTRIMAZOLE; Clotrimazole,A01AB; D01AC; G01AF,Small Molecule,NotAvailable,ClC1=CC=CC=C1C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1
DB00259; ZINC000000002101; CHEMBL21,Sulfanilamide ; SULFANILAMIDE; Sulfanilamide,D06BA; G01AE; J01EB,Small Molecule,NotAvailable,NC1=CC=C(C=C1)S(N)(=O)=O,Nc1ccc(S(N)(=O)=O)cc1
DB00260; CHEMBL771,Cycloserine ; Cycloserine,J04AB,Small Molecule,NotAvailable,N[C@@H]1CONC1=O,N[C@@H]1CONC1=O
DB00261; CHEMBL760,Anagrelide ; Anagrelide,L01XX,Small Molecule,NotAvailable,ClC1=CC=C2N=C3NC(=O)CN3CC2=C1Cl,O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1
DB00262; ZINC000003830387; CHEMBL513; D00254; JUAN559,Carmustine ; CARMUSTINE; Carmustine; Gliadel; Carmustine,L01AD,Small Molecule,NotAvailable,ClCCNC(=O)N(CCCl)N=O,O=NN(CCCl)C(=O)NCCCl
DB00263; ZINC000096006009; CHEMBL453,Sulfisoxazole ; SULFISOXAZOLE; SULFISOXAZOLE DIOLAMINE; Sulfafurazole,G01AE; J01EB; S01AB,Small Molecule,NotAvailable,CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
DB00264; CHEMBL13; JUAN328,Metoprolol ; Metoprolol; Metoprolol,C07AB; C07BB; C07CB; C07FB; C07FX,Small Molecule,NotAvailable,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,COCCc1ccc(OCC(O)CNC(C)C)cc1
DB00266; CHEMBL1466,Dicoumarol ; Dicoumarol,B01AA,Small Molecule,NotAvailable,OC1=C(CC2=C(O)C3=C(OC2=O)C=CC=C3)C(=O)OC2=C1C=CC=C2,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O
DB00267; CHEMBL1201224,Cefmenoxime ; Cefmenoxime,J01DD; S01AA; S02AA,Small Molecule,NotAvailable,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1
DB00268; ZINC000000002041; CHEMBL589; D00784; JUAN73,Ropinirole ; ROPINIROLE; ROPINIROLE HYDROCHLORIDE; Ropinirole; ReQuip; Ropinirol,N04BC,Small Molecule,NotAvailable,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,CCCN(CCC)CCc1cccc2c1CC(=O)N2
DB00270; CHEMBL1648; JUAN343,Isradipine ; Isradipine; Isradipino,C08CA,Small Molecule,NotAvailable,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=NON=C12)C(=O)OC(C)C,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12
DB00273; ZINC000095616603; CHEMBL220492; D00537,Topiramate ; TOPIRAMATE; Topiramate; Topina,A08AA; N03AX,Small Molecule,NotAvailable,[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1
DB00274; CHEMBL1201195,Cefmetazole ; Cefmetazole,J01DC,Small Molecule,NotAvailable,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)CSCC#N)OC)C(O)=O,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21
DB00275,Olmesartan ,C09CA; C09DA; C09DB; C09DX,Small Molecule,NotAvailable,CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(O)=O)C(C)(C)O,CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
DB00276; CHEMBL43,Amsacrine ; Amsacrine,L01XX,Small Molecule,NotAvailable,COC1=C(NC2=C3C=CC=CC3=NC3=CC=CC=C23)C=CC(NS(C)(=O)=O)=C1,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12
DB00277; ZINC000018043251; CHEMBL190; JUAN738,Theophylline ; AMBUPHYLLINE; AMINOPHYLLINE; OXTRIPHYLLINE; THEOPHYLLINE; THEOPHYLLINE GLYCINATE; THEOPHYLLINE OLAMINE; THEOPHYLLINE SODIUM GLYCINATE; Theophylline; Theophylline,R03DA; R03DB,Small Molecule,NotAvailable,CN1C2=C(NC=N2)C(=O)N(C)C1=O,Cn1c(=O)c2[nH]cnc2n(C)c1=O
DB00278; CHEMBL1166,Argatroban ; Argatroban,B01AE,Small Molecule,NotAvailable,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C1=CC=CC2=C1NCC(C)C2,CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1
DB00279; ZINC000003830999; CHEMBL1201119,Liothyronine ; LIOTHYRONINE; LIOTHYRONINE I 125; LIOTHYRONINE I 131; LIOTHYRONINE SODIUM; RATHYRONINE; TRIIODOTHYRONINE SULFAMATE; Liothyronine sodium,H03AA,Small Molecule,NotAvailable,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O
DB00280; CHEMBL517; JUAN220,Disopyramide ; Disopyramide; Disopyramide,C01BA,Small Molecule,NotAvailable,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C
DB00281; ZINC000000020237; CHEMBL79; JUAN222,Lidocaine ; LIDOCAINE; LIDOCAINE HYDROCHLORIDE; LIDOCAINE HYDROCHLORIDE HYDRATE; Lidocaine; Lidocaine,C01BB; C05AD; D04AB; N01BB; R02AD; S01HA; S02DA,Small Molecule,NotAvailable,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,CCN(CC)CC(=O)Nc1c(C)cccc1C
DB00282; ZINC000003812862; CHEMBL834,Pamidronic acid ; PAMIDRONATE DISODIUM; PAMIDRONIC ACID; Pamidronic acid,M05BA,Small Molecule,NotAvailable,NCCC(O)(P(O)(O)=O)P(O)(O)=O,NCCC(O)(P(=O)(O)O)P(=O)(O)O
DB00283; ZINC000000402830; CHEMBL1626,Clemastine ; CLEMASTINE; CLEMASTINE FUMARATE; Clemastine,D04AA; R06AA,Small Molecule,NotAvailable,CN1CCC[C@@H]1CCO[C@](C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1
DB00284,Acarbose ,A10BD; A10BF,Small Molecule,NotAvailable,[H]C(=O)[C@H](O)[C@@H](O)[C@]([H])(O[C@@]1([H])O[C@H](CO)[C@@]([H])(O[C@H]2O[C@H](C)[C@@H](N[C@@]3([H])C=C(CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)CO,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@@H]([C@H](O)[C@@H](O)C=O)[C@H](O)CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O
DB00285; CHEMBL637; D00821; JUAN166,Venlafaxine ; Venlafaxine; Effexor; Venlafaxine,N06AX,Small Molecule,NotAvailable,COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1
DB00287; ZINC000004474682; CHEMBL1200799; D01964,Travoprost ; TRAVOPROST; Travoprost; Travatanz,S01EE,Small Molecule,NotAvailable,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)COC1=CC=CC(=C1)C(F)(F)F,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2cccc(C(F)(F)F)c2)[C@H](O)C[C@@H]1O
DB00288; ZINC000003977777; CHEMBL1200732,Amcinonide ; AMCINONIDE; Amcinonide,D07AC,Small Molecule,NotAvailable,[H][C@@]12C[C@H]3OC4(CCCC4)O[C@@]3(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C
DB00289; ZINC000001842633; CHEMBL641; D02574,Atomoxetine ; ATOMOXETINE; ATOMOXETINE HYDROCHLORIDE; Atomoxetine; Strattera,N06BA,Small Molecule,NotAvailable,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,CNCC[C@@H](Oc1ccccc1C)c1ccccc1
DB00290,Bleomycin ,L01DC,Small Molecule,NotAvailable,[H][C@](C)(NC(=O)[C@@]([H])(NC(=O)C1=NC(=NC(N)=C1C)[C@H](CC(N)=O)NC[C@H](N)C(N)=O)[C@@]([H])(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)C1=CNC=N1)[C@@H](O)[C@H](C)C(=O)N[C@]([H])(C(=O)NCCC1=NC(=CS1)C1=NC(=CS1)C(=O)NCCC[S+](C)C)[C@@]([H])(C)O,Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)[C@@H](C)O)[C@@H](OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1c[nH]cn1
DB00291; ZINC000000001115; CHEMBL515; JUAN552,Chlorambucil ; CHLORAMBUCIL; Chlorambucil; Chloroambucil,L01AA,Small Molecule,NotAvailable,OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1
DB00292; ZINC000000001408; CHEMBL681,Etomidate ; AMIDATE; ETOMIDATE; Etomidate,N01AX,Small Molecule,NotAvailable,CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1,CCOC(=O)c1cncn1[C@H](C)c1ccccc1
DB00293; CHEMBL225071,Raltitrexed ; Raltitrexed,L01BA,Small Molecule,NotAvailable,CN(CC1=CC2=C(NC(C)=NC2=O)C=C1)C1=CC=C(S1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1
DB00294; ZINC000011680067; CHEMBL1531,Etonogestrel ; ETONOGESTREL; Etonogestrel,G03AC,Small Molecule,NotAvailable,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC
DB00295; ZINC000003812983; CHEMBL70,Morphine ; MORPHINE; MORPHINE HYDROCHLORIDE; MORPHINE SULFATE; MORPHINE SULFATE HYDRATE; Morphine,A07DA; N02AA; N02AG,Small Molecule,NotAvailable,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5
